SubLevel,QNumber,QContent,AnswerA,AnswerB,AnswerC,AnswerD,CorrectAnswer,Passed
130,1297,"If you would like to wait a moment, sir, I will just ........... your file on the computer screen.",pull down,call up,bring in,pick up,call up,0
130,1298,"Good luck at the interview, Fred, I hope you ........ the job",got,get,have got,would get,get,0
130,1299,He told a ............. because he didn't want to upset his mother,good lie,kind lie,black lie,white lie,white lie,0
130,1300,"While we're on vacation, we always ............ lots of photos",make,take,catch,do,take,0
131,1301,She wasn't offered the job by the manager because of her untidy ............,sight,appearance,presence,view,appearance,0
131,1302,I separated the quarrelling children and gave each of them a sharp .............,punch,slap,poke,pinch,slap,0
131,1303,John asked me to marry him but I turned him .............,over,down,off,aside,down,0
131,1304,I bought a ..................... for my mum when I visited Dalat,recollection,reminiscence,souvenir,recall,souvenir,0
131,1305,"To be honest, whether he'll come or not is anybody's .............",guess,question,instinct,feeling,guess,0
131,1306,Jean gets very agitated if her daughter .................... her once a week,doesn't ring,didn't ring,not ring,don't ring,doesn't ring,0
131,1307,You have to let your children ............. their own way in the end,to go,going,go,be going,go,0
131,1308,Children are made ............. their breath by the acrobat show,hold,to hold,holding,held,to hold,0
131,1309,Our teacher makes us ............. very hard,to work,work,working,be work,work,0
131,1310,"""One of these days there'll be a terrible accident on this corner."" ""I.............................. !",don't hope it,don't hope so,hope not,hope no,hope not,0
132,1311,I must go now. I promised ................................ late,not being,not to be,to not be,not to being,not to be,0
132,1312,....................... want to visit this part of the town,The most tourists,Most of tourists,Most tourists,Most tourist,Most tourists,0
132,1313,My solicitor has advised ............. take legal action,me to not,me not to,to me not to,me against to,me not to,0
132,1314,He asked me what the ............ of the explosion was,source,cause,reaction,reason,cause,0
132,1315,I'm sure he was ............... lies!,telling,making,doing,saying,telling,0
132,1316,"We're late, I expect the film ................ by the time we get to the theatre",have started,will start,will be starting,will have started,will have started,0
132,1317,"................ the weather is warmer, you can go out",However,Now that,No matter,So that,Now that,0
132,1318,Every student tries ................... hard to pass the examination.,study,to study,studying,studied,to study,0
132,1319,"""You look tired."" ""I ................ all night.",have worked,had worked,have been working,had been working,have been working,0
132,1320,"Only a small number of countries possess nuclear ................, thankGoodness.",ammunition,equipment,guns,weapons,weapons,0
133,1321,The police have ............... the man who is suspected of committing the murder.,arrested,captivated,imprisoned,punished,arrested,0
133,1322,The instructor warned the students ................ sailing alone on the lake,not,from,about,out of,about,0
133,1323,They'll never ................ to get here by six - the roads are quite busy today,manage,arrive,succeed,able,manage,0
133,1324,This sort of music was very ................ in the 1940,preferred,liked,favourite,popular,popular,0
133,1325,"................ many times I tell him, he always forgets to pass on phone messages.",Wherever,Whatever,However,Whenever,However,0
133,1326,The burglar was sentenced to 20 years in ...................,dock,goal,jail,trial,jail,0
133,1327,I'm tired of my neighbours ................ their records at full volumn every night,to play,play,having played,playing,playing,0
133,1328,The passport she carried was ...............,artificial,imitation,untrue,false,false,0
133,1329,"For the first few minutes she was leading the race, then she began to fall...............",out,through,back,off,back,0
133,1330,I never forget the village .................... I was born,that,where,when,who,where,0
134,1331,The factory .................... my father works in is in the centre of the city,when,where,which,how,which,0
134,1332,Come and see me after you ................ your report,finish,will finish,had finished,having finished,finish,0
134,1333,Please leave this space ................ on the enrolment form,absent,blank,missing,undone,blank,0
134,1334,She found it hard to ................ up to the fact that she would never be famous,come,get,face,keep,face,0
134,1335,They haven't ................ replied to the letter we sent two months ago,still,yet,already,ever,still,0
134,1336,I disapprove ................ people smoking in public places,of,with,at,on,of,0
134,1337,"In some countries, it is compulsory to vote in a(n) .................",choice,constituency,election,selection,election,0
134,1338,Fortunately the machine was not ................ when it caught fire,in order,in use,in progress,in ruins,in use,0
134,1339,Phone me before ten; ................ I'll be too busy to talk to you,unless,whether,otherwise,if,otherwise,0
134,1340,"Memorial Day, a holiday set aside to remember the dead, is usually celebrated on ........... in most states.",thirtieth May,the thirtieth May,May thirty,the thirtieth of May,the thirtieth of May,0
135,1341,My doctor ................ me to take up swimming as it is such good exercise,suggested,proposed,advised,said,advised,0
135,1342,............ the Gulf Stream is warmer than the ocean water surrounding it,Whollly,Whole,As a whole,A whole as,As a whole,0
135,1343,He's a ............... and so he always votes for the Labour Party,conservative,liberal,socialist,socialite,socialist,0
135,1344,"Up to the time of his death, Richard Colson was one of the most notable................ in our town",characteristics,features,statements,figures,figures,0
135,1345,Our neighbours complained to us ............... the noise we made last night,for,about,on,with,about,0
135,1346,"In spite of lengthy discussions between the Union and the Management, closure became ................ because of the cancellation of several major orders",irreplaceable,inevitable,responsible,impossible,inevitable,0
135,1347,"From 1926 until her death, Margaret Mead ..............New York's AmericanMuseum of Natural History",was associated with,associates with,is associated with,associated,was associated with,0
135,1348,All the articles of jewellery were beautifully arranged on a ................  of black velvet.,ground,vicinity,background,terrace,background,0
